Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
ACBarrie_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.01564945226917058)	(14.0, 0.01564945226917058)	(15.0, 0.0)	(16.0, 0.023474178403755867)	(17.0, 0.023474178403755867)	(18.0, 0.12519561815336464)	(19.0, 0.17214397496087636)	(20.0, 0.10954616588419405)	(21.0, 0.2190923317683881)	(22.0, 0.3129890453834116)	(23.0, 0.5007824726134585)	(24.0, 0.6964006259780908)	(25.0, 0.8215962441314555)	(26.0, 1.056338028169014)	(27.0, 1.2754303599374022)	(28.0, 1.431924882629108)	(29.0, 1.7996870109546166)	(30.0, 1.9561815336463224)	(31.0, 2.3787167449139277)	(32.0, 3.2394366197183095)	(33.0, 3.896713615023474)	(34.0, 3.8575899843505477)	(35.0, 4.162754303599374)	(36.0, 5.563380281690141)	(37.0, 6.384976525821597)	(38.0, 5.884194053208137)	(39.0, 5.899843505477309)	(40.0, 6.486697965571205)	(41.0, 5.649452269170578)	(42.0, 4.866979655712051)	(43.0, 4.843505477308295)	(44.0, 4.342723004694836)	(45.0, 3.779342723004695)	(46.0, 2.863849765258216)	(47.0, 2.15962441314554)	(48.0, 2.0657276995305165)	(49.0, 1.5962441314553992)	(50.0, 1.1580594679186227)	(51.0, 0.8763693270735524)	(52.0, 0.892018779342723)	(53.0, 0.8137715179968702)	(54.0, 0.7120500782472614)	(55.0, 0.6572769953051643)	(56.0, 0.5007824726134585)	(57.0, 0.4381846635367762)	(58.0, 0.3990610328638498)	(59.0, 0.35211267605633806)	(60.0, 0.3364632237871674)	(61.0, 0.3051643192488263)	(62.0, 0.19561815336463223)	(63.0, 0.11737089201877934)	(64.0, 0.1564945226917058)	(65.0, 0.2269170579029734)	(66.0, 0.19561815336463223)	(67.0, 0.13302034428794993)	(68.0, 0.13302034428794993)	(69.0, 0.17214397496087636)	(70.0, 0.13302034428794993)	(71.0, 0.08607198748043818)	(72.0, 0.10954616588419405)	(73.0, 0.14866979655712048)	(74.0, 0.13302034428794993)	(75.0, 0.046948356807511735)	(76.0, 0.01564945226917058)	(77.0, 0.023474178403755867)	(78.0, 0.023474178403755867)	(79.0, 0.023474178403755867)	(80.0, 0.00782472613458529)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ACBarrie_R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.007905138339920948)	(8.0, 0.007905138339920948)	(9.0, 0.0)	(10.0, 0.023715415019762844)	(11.0, 0.023715415019762844)	(12.0, 0.039525691699604744)	(13.0, 0.04743083003952569)	(14.0, 0.007905138339920948)	(15.0, 0.015810276679841896)	(16.0, 0.039525691699604744)	(17.0, 0.04743083003952569)	(18.0, 0.2450592885375494)	(19.0, 0.30039525691699603)	(20.0, 0.25296442687747034)	(21.0, 0.33992094861660077)	(22.0, 0.3320158102766798)	(23.0, 0.45059288537549413)	(24.0, 0.6956521739130435)	(25.0, 0.782608695652174)	(26.0, 1.051383399209486)	(27.0, 1.5494071146245059)	(28.0, 1.7470355731225296)	(29.0, 1.7786561264822136)	(30.0, 2.0711462450592886)	(31.0, 2.91699604743083)	(32.0, 3.707509881422925)	(33.0, 4.33201581027668)	(34.0, 3.881422924901186)	(35.0, 3.628458498023716)	(36.0, 4.371541501976284)	(37.0, 5.154150197628458)	(38.0, 5.50197628458498)	(39.0, 5.106719367588933)	(40.0, 5.565217391304348)	(41.0, 5.541501976284585)	(42.0, 5.565217391304348)	(43.0, 5.7312252964426875)	(44.0, 4.355731225296442)	(45.0, 3.430830039525692)	(46.0, 3.320158102766799)	(47.0, 2.766798418972332)	(48.0, 2.039525691699605)	(49.0, 1.6205533596837944)	(50.0, 1.2806324110671936)	(51.0, 1.0276679841897234)	(52.0, 0.9486166007905139)	(53.0, 0.782608695652174)	(54.0, 0.7114624505928854)	(55.0, 0.7272727272727273)	(56.0, 0.6007905138339921)	(57.0, 0.38735177865612647)	(58.0, 0.2766798418972332)	(59.0, 0.3241106719367589)	(60.0, 0.308300395256917)	(61.0, 0.2924901185770751)	(62.0, 0.30039525691699603)	(63.0, 0.2450592885375494)	(64.0, 0.22134387351778656)	(65.0, 0.18972332015810275)	(66.0, 0.13438735177865613)	(67.0, 0.13438735177865613)	(68.0, 0.15019762845849802)	(69.0, 0.11067193675889328)	(70.0, 0.09486166007905138)	(71.0, 0.08695652173913043)	(72.0, 0.05533596837944664)	(73.0, 0.023715415019762844)	(74.0, 0.007905138339920948)	(75.0, 0.03162055335968379)	(76.0, 0.03162055335968379)	(77.0, 0.015810276679841896)	(78.0, 0.023715415019762844)	(79.0, 0.03162055335968379)	(80.0, 0.03162055335968379)	(81.0, 0.015810276679841896)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Alsen_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.028912875867386275)	(13.0, 0.028912875867386275)	(14.0, 0.009637625289128758)	(15.0, 0.028912875867386275)	(16.0, 0.028912875867386275)	(17.0, 0.03855050115651503)	(18.0, 0.1156515034695451)	(19.0, 0.14456437933693136)	(20.0, 0.22166538164996144)	(21.0, 0.3373168851195066)	(22.0, 0.279491133384734)	(23.0, 0.279491133384734)	(24.0, 0.37586738627602156)	(25.0, 0.4433307632999229)	(26.0, 0.7613723978411719)	(27.0, 1.1372397841171935)	(28.0, 1.2625289128758674)	(29.0, 1.5227447956823439)	(30.0, 1.9757131842713955)	(31.0, 2.621434078643022)	(32.0, 2.9105628373168853)	(33.0, 2.929838087895143)	(34.0, 3.305705474171164)	(35.0, 3.951426368542791)	(36.0, 4.414032382420972)	(37.0, 4.760986892829607)	(38.0, 5.291056283731688)	(39.0, 5.387432536622976)	(40.0, 5.059753276792598)	(41.0, 4.760986892829607)	(42.0, 5.069390902081727)	(43.0, 5.291056283731688)	(44.0, 4.442945258288358)	(45.0, 3.80686198920586)	(46.0, 3.10331534309946)	(47.0, 2.4094063222821895)	(48.0, 2.4383191981495758)	(49.0, 1.927525057825752)	(50.0, 1.5323824209714727)	(51.0, 1.4841942945258288)	(52.0, 1.2432536622976098)	(53.0, 1.0697764070932922)	(54.0, 0.915574402467232)	(55.0, 0.8577486507324596)	(56.0, 0.915574402467232)	(57.0, 0.7806476484194295)	(58.0, 0.6746337702390132)	(59.0, 0.6746337702390132)	(60.0, 0.5975327679259831)	(61.0, 0.5011565150346955)	(62.0, 0.520431765612953)	(63.0, 0.6071703932151118)	(64.0, 0.520431765612953)	(65.0, 0.49151888974556673)	(66.0, 0.5011565150346955)	(67.0, 0.40478026214340784)	(68.0, 0.2602158828064765)	(69.0, 0.17347725520431764)	(70.0, 0.31804163454124906)	(71.0, 0.41441788743253666)	(72.0, 0.240940632228219)	(73.0, 0.20239013107170392)	(74.0, 0.2313030069390902)	(75.0, 0.17347725520431764)	(76.0, 0.1349267540478026)	(77.0, 0.08673862760215882)	(78.0, 0.08673862760215882)	(79.0, 0.1156515034695451)	(80.0, 0.08673862760215882)	(81.0, 0.10601387818041635)	(82.0, 0.12528912875867387)	(83.0, 0.0481881264456438)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Alsen_R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.009712509712509712)	(6.0, 0.019425019425019424)	(7.0, 0.009712509712509712)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.04856254856254856)	(13.0, 0.06798756798756798)	(14.0, 0.06798756798756798)	(15.0, 0.04856254856254856)	(16.0, 0.019425019425019424)	(17.0, 0.03885003885003885)	(18.0, 0.06798756798756798)	(19.0, 0.08741258741258741)	(20.0, 0.11655011655011654)	(21.0, 0.16511266511266512)	(22.0, 0.27195027195027194)	(23.0, 0.5050505050505051)	(24.0, 0.5341880341880342)	(25.0, 0.6216006216006216)	(26.0, 0.8158508158508158)	(27.0, 1.0101010101010102)	(28.0, 1.282051282051282)	(29.0, 1.4568764568764567)	(30.0, 1.6025641025641024)	(31.0, 2.156177156177156)	(32.0, 2.7195027195027195)	(33.0, 2.8846153846153846)	(34.0, 3.1954156954156954)	(35.0, 3.807303807303807)	(36.0, 4.496891996891997)	(37.0, 4.788267288267288)	(38.0, 4.904817404817405)	(39.0, 4.895104895104895)	(40.0, 5.215617715617716)	(41.0, 6.089743589743589)	(42.0, 6.041181041181041)	(43.0, 5.186480186480186)	(44.0, 4.681429681429681)	(45.0, 4.030691530691531)	(46.0, 3.205128205128205)	(47.0, 2.6223776223776225)	(48.0, 2.272727272727273)	(49.0, 2.049339549339549)	(50.0, 1.7288267288267287)	(51.0, 1.35003885003885)	(52.0, 1.0295260295260296)	(53.0, 0.9032634032634033)	(54.0, 0.9032634032634033)	(55.0, 0.8352758352758352)	(56.0, 0.7478632478632479)	(57.0, 0.6993006993006993)	(58.0, 0.6021756021756022)	(59.0, 0.5536130536130536)	(60.0, 0.5341880341880342)	(61.0, 0.5147630147630148)	(62.0, 0.5050505050505051)	(63.0, 0.4759129759129759)	(64.0, 0.4370629370629371)	(65.0, 0.4176379176379176)	(66.0, 0.4370629370629371)	(67.0, 0.4079254079254079)	(68.0, 0.4176379176379176)	(69.0, 0.33993783993783994)	(70.0, 0.3010878010878011)	(71.0, 0.3787878787878788)	(72.0, 0.34965034965034963)	(73.0, 0.25252525252525254)	(74.0, 0.13597513597513597)	(75.0, 0.10683760683760685)	(76.0, 0.09712509712509712)	(77.0, 0.09712509712509712)	(78.0, 0.11655011655011654)	(79.0, 0.0777000777000777)	(80.0, 0.03885003885003885)	(81.0, 0.03885003885003885)	(82.0, 0.029137529137529136)	(83.0, 0.009712509712509712)	(84.0, 0.009712509712509712)	(85.0, 0.009712509712509712)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Baxter_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.004579173917025369)	(13.0, 0.009158347834050737)	(14.0, 0.004579173917025369)	(15.0, 0.009158347834050737)	(16.0, 0.018316695668101474)	(17.0, 0.03205421741917758)	(18.0, 0.09158347834050737)	(19.0, 0.15111273926183716)	(20.0, 0.24269621760234453)	(21.0, 0.36175473944500414)	(22.0, 0.4441798699514608)	(23.0, 0.41212565253228317)	(24.0, 0.46707573953658754)	(25.0, 0.6639802179686785)	(26.0, 0.9982599139115305)	(27.0, 1.3829105229416614)	(28.0, 1.4790731751991941)	(29.0, 1.5111273926183717)	(30.0, 1.8683029581463502)	(31.0, 2.3445370455169887)	(32.0, 2.6513416979576885)	(33.0, 3.0955215679091492)	(34.0, 3.6312849162011176)	(35.0, 3.8602436120523858)	(36.0, 4.267790090667643)	(37.0, 4.808132612876637)	(38.0, 5.179045700155692)	(39.0, 5.275208352413225)	(40.0, 5.165308178404616)	(41.0, 5.09204139573221)	(42.0, 5.096620569649235)	(43.0, 4.918032786885246)	(44.0, 4.450957047348658)	(45.0, 4.025093873065299)	(46.0, 3.3931678725157983)	(47.0, 2.733766828464145)	(48.0, 2.1934243062551517)	(49.0, 1.7950361754739446)	(50.0, 1.5523399578716)	(51.0, 1.4699148273651435)	(52.0, 1.2821686967671033)	(53.0, 1.0486308269988094)	(54.0, 0.993680739994505)	(55.0, 0.9616265225753274)	(56.0, 0.9066764355710231)	(57.0, 0.8013554354794394)	(58.0, 0.696034435387856)	(59.0, 0.6365051744665262)	(60.0, 0.5769759135451964)	(61.0, 0.4624965656195622)	(62.0, 0.41670482644930856)	(63.0, 0.45333821778551153)	(64.0, 0.4258631742833593)	(65.0, 0.37091308727905486)	(66.0, 0.37549226119608026)	(67.0, 0.31596300027475044)	(68.0, 0.2518545654363953)	(69.0, 0.21522117410019231)	(70.0, 0.24269621760234453)	(71.0, 0.2930671306896236)	(72.0, 0.2564337393534206)	(73.0, 0.23353786976829377)	(74.0, 0.18774613059804013)	(75.0, 0.10990017400860884)	(76.0, 0.10990017400860884)	(77.0, 0.10990017400860884)	(78.0, 0.0595292609213298)	(79.0, 0.018316695668101474)	(80.0, 0.009158347834050737)	(81.0, 0.018316695668101474)	(82.0, 0.009158347834050737)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Baxter_R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.004567461404951128)	(11.0, 0.013702384214853387)	(12.0, 0.013702384214853387)	(13.0, 0.004567461404951128)	(14.0, 0.0)	(15.0, 0.004567461404951128)	(16.0, 0.05024207545446241)	(17.0, 0.05937699826436466)	(18.0, 0.10048415090892482)	(19.0, 0.1918333790079474)	(20.0, 0.27861514570201884)	(21.0, 0.40650406504065045)	(22.0, 0.4019366036356993)	(23.0, 0.356261989586188)	(24.0, 0.5115556773545263)	(25.0, 0.7216589019822782)	(26.0, 0.8952224353704211)	(27.0, 1.1190280442130263)	(28.0, 1.2195121951219512)	(29.0, 1.3382661916506806)	(30.0, 1.886361560244816)	(31.0, 2.1969489357814926)	(32.0, 2.4435918516488537)	(33.0, 3.055631679912305)	(34.0, 3.576322280076733)	(35.0, 3.7955604275143875)	(36.0, 4.329953411893669)	(37.0, 5.01964008404129)	(38.0, 5.088152005115557)	(39.0, 5.22060838585914)	(40.0, 5.430711610486892)	(41.0, 5.330227459577967)	(42.0, 5.238878231478944)	(43.0, 5.106421850735361)	(44.0, 4.562893943546177)	(45.0, 3.9645564994975793)	(46.0, 3.2840047501598613)	(47.0, 2.5212386955330226)	(48.0, 2.096464784872568)	(49.0, 1.8680917146250113)	(50.0, 1.5483694162784325)	(51.0, 1.2971590390061203)	(52.0, 1.210377272312049)	(53.0, 1.1829725038823422)	(54.0, 1.1601351968575864)	(55.0, 0.9911391248743948)	(56.0, 0.8815200511555676)	(57.0, 0.8084406686763498)	(58.0, 0.7399287476020828)	(59.0, 0.6622819037179136)	(60.0, 0.5526628299990866)	(61.0, 0.48415090892481955)	(62.0, 0.5024207545446241)	(63.0, 0.5526628299990866)	(64.0, 0.5206906001644286)	(65.0, 0.4567461404951128)	(66.0, 0.3334246825614323)	(67.0, 0.2603453000822143)	(68.0, 0.31972229834657895)	(69.0, 0.29688499132182333)	(70.0, 0.178130994793094)	(71.0, 0.178130994793094)	(72.0, 0.21010322462775188)	(73.0, 0.20096830181784964)	(74.0, 0.15529368776833835)	(75.0, 0.14159130355348498)	(76.0, 0.15529368776833835)	(77.0, 0.10505161231387594)	(78.0, 0.06851192107426692)	(79.0, 0.05937699826436466)	(80.0, 0.031972229834657896)	(81.0, 0.018269845619804513)	(82.0, 0.013702384214853387)	(83.0, 0.009134922809902257)	(84.0, 0.004567461404951128)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Chara_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.004294794708812919)	(10.0, 0.004294794708812919)	(11.0, 0.0)	(12.0, 0.021473973544064596)	(13.0, 0.021473973544064596)	(14.0, 0.021473973544064596)	(15.0, 0.03435835767050335)	(16.0, 0.04724274179694211)	(17.0, 0.06012712592338086)	(18.0, 0.04724274179694211)	(19.0, 0.09878027830269713)	(20.0, 0.19326576189658135)	(21.0, 0.3049304243257172)	(22.0, 0.3135200137433431)	(23.0, 0.3006356296169043)	(24.0, 0.4080054973372273)	(25.0, 0.6485140010307507)	(26.0, 0.8847277100154612)	(27.0, 1.1939529290499915)	(28.0, 1.4344614327435148)	(29.0, 1.8682356983336197)	(30.0, 2.2332932485827177)	(31.0, 2.426559010479299)	(32.0, 2.9848823226249785)	(33.0, 3.6076275554028516)	(34.0, 4.277615529977667)	(35.0, 4.509534444253565)	(36.0, 4.719979384985398)	(37.0, 5.20958598179007)	(38.0, 5.437210101357155)	(39.0, 5.544579969077478)	(40.0, 5.432915306648342)	(41.0, 5.261123518295825)	(42.0, 5.450094485483594)	(43.0, 5.1795224188283795)	(44.0, 4.3849853976979905)	(45.0, 4.015633052740079)	(46.0, 3.3413502834564506)	(47.0, 2.4995705205291188)	(48.0, 2.20752448032984)	(49.0, 1.808108572410239)	(50.0, 1.3700395121113211)	(51.0, 1.1552997766706752)	(52.0, 1.0178663459886617)	(53.0, 0.9749183989005326)	(54.0, 0.8546641470537708)	(55.0, 0.7172307163717574)	(56.0, 0.6184504380690603)	(57.0, 0.5153753650575503)	(58.0, 0.5540285174368665)	(59.0, 0.5454389280192407)	(60.0, 0.45524823913416934)	(61.0, 0.32210960316096887)	(62.0, 0.2705720666552139)	(63.0, 0.3049304243257172)	(64.0, 0.25768768252877516)	(65.0, 0.25768768252877516)	(66.0, 0.23621370898471053)	(67.0, 0.15461260951726508)	(68.0, 0.1417282253908263)	(69.0, 0.11166466242913589)	(70.0, 0.0901906888850713)	(71.0, 0.10736986772032298)	(72.0, 0.0901906888850713)	(73.0, 0.09878027830269713)	(74.0, 0.0901906888850713)	(75.0, 0.06012712592338086)	(76.0, 0.06012712592338086)	(77.0, 0.04294794708812919)	(78.0, 0.017179178835251677)	(79.0, 0.021473973544064596)	(80.0, 0.03006356296169043)	(81.0, 0.012884384126438756)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Chara_R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.004319654427645789)	(13.0, 0.004319654427645789)	(14.0, 0.0)	(15.0, 0.004319654427645789)	(16.0, 0.008639308855291577)	(17.0, 0.02159827213822894)	(18.0, 0.09071274298056156)	(19.0, 0.12095032397408208)	(20.0, 0.16414686825053995)	(21.0, 0.31965442764578833)	(22.0, 0.41036717062634986)	(23.0, 0.41900647948164144)	(24.0, 0.470842332613391)	(25.0, 0.6954643628509719)	(26.0, 0.7948164146868251)	(27.0, 1.0755939524838012)	(28.0, 1.4168466522678187)	(29.0, 1.568034557235421)	(30.0, 2.0518358531317493)	(31.0, 2.6695464362850974)	(32.0, 3.136069114470842)	(33.0, 3.5550755939524836)	(34.0, 3.995680345572354)	(35.0, 4.440604751619871)	(36.0, 4.95464362850972)	(37.0, 5.369330453563715)	(38.0, 5.615550755939525)	(39.0, 5.723542116630669)	(40.0, 5.542116630669546)	(41.0, 5.222462203023758)	(42.0, 5.170626349892009)	(43.0, 5.075593952483802)	(44.0, 4.436285097192225)	(45.0, 3.7235421166306697)	(46.0, 3.166306695464363)	(47.0, 2.626349892008639)	(48.0, 2.203023758099352)	(49.0, 1.9049676025917925)	(50.0, 1.650107991360691)	(51.0, 1.3218142548596112)	(52.0, 1.062634989200864)	(53.0, 0.9244060475161986)	(54.0, 0.7948164146868251)	(55.0, 0.6781857451403888)	(56.0, 0.5658747300215983)	(57.0, 0.531317494600432)	(58.0, 0.5053995680345573)	(59.0, 0.43628509719222464)	(60.0, 0.367170626349892)	(61.0, 0.34989200863930886)	(62.0, 0.4233261339092872)	(63.0, 0.38444924406047515)	(64.0, 0.2505399568034557)	(65.0, 0.15982721382289417)	(66.0, 0.17710583153347734)	(67.0, 0.20734341252699784)	(68.0, 0.21598272138228944)	(69.0, 0.16846652267818576)	(70.0, 0.12526997840172785)	(71.0, 0.09503239740820735)	(72.0, 0.0734341252699784)	(73.0, 0.0734341252699784)	(74.0, 0.056155507559395246)	(75.0, 0.056155507559395246)	(76.0, 0.04319654427645788)	(77.0, 0.02591792656587473)	(78.0, 0.03023758099352052)	(79.0, 0.02591792656587473)	(80.0, 0.017278617710583154)	(81.0, 0.017278617710583154)	(82.0, 0.008639308855291577)	(83.0, 0.004319654427645789)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Drysdale_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.006132711885195633)	(15.0, 0.006132711885195633)	(16.0, 0.006132711885195633)	(17.0, 0.030663559425978166)	(18.0, 0.04292898319636944)	(19.0, 0.0367962713111738)	(20.0, 0.0551944069667607)	(21.0, 0.15945050901508645)	(22.0, 0.2391757635226297)	(23.0, 0.2330430516374341)	(24.0, 0.2759720348338035)	(25.0, 0.4599533913896725)	(26.0, 0.6807310192567153)	(27.0, 0.9751011897461057)	(28.0, 1.2326750889243223)	(29.0, 1.4963816999877346)	(30.0, 1.7294247516251686)	(31.0, 2.1709800073592542)	(32.0, 2.704525941371274)	(33.0, 3.0111615356310564)	(34.0, 3.391389672513186)	(35.0, 4.035324420458727)	(36.0, 4.826444253648964)	(37.0, 5.071752729056788)	(38.0, 5.22507052618668)	(39.0, 5.7279529007727215)	(40.0, 5.8138108671654605)	(41.0, 5.537838832331657)	(42.0, 5.51944069667607)	(43.0, 5.1637434073347235)	(44.0, 4.568870354470747)	(45.0, 3.9617318778363795)	(46.0, 3.38525696062799)	(47.0, 2.7167913651416655)	(48.0, 2.060591193425733)	(49.0, 1.8827425487550595)	(50.0, 1.6374340733472343)	(51.0, 1.3491966147430394)	(52.0, 1.1100208512204097)	(53.0, 0.9996320372868883)	(54.0, 0.9567030540905188)	(55.0, 0.8892432233533668)	(56.0, 0.9260394946645406)	(57.0, 0.8524469520421931)	(58.0, 0.6807310192567153)	(59.0, 0.5887403409787808)	(60.0, 0.5274132221268245)	(61.0, 0.5703422053231939)	(62.0, 0.5703422053231939)	(63.0, 0.48448423893045506)	(64.0, 0.4476879676192812)	(65.0, 0.37409542499693366)	(66.0, 0.3434318655709555)	(67.0, 0.367962713111738)	(68.0, 0.3434318655709555)	(69.0, 0.2821047467189991)	(70.0, 0.2943701704893904)	(71.0, 0.24530847540782533)	(72.0, 0.1471850852446952)	(73.0, 0.11652152581871705)	(74.0, 0.09812339016313013)	(75.0, 0.1103888139335214)	(76.0, 0.0919906782779345)	(77.0, 0.0551944069667607)	(78.0, 0.030663559425978166)	(79.0, 0.0183981356555869)	(80.0, 0.02453084754078253)	(81.0, 0.0183981356555869)	(82.0, 0.006132711885195633)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
